"kode_kec","kode_kab","kecamatan_value","kecamatan_display"
"1204040","1204","KECAMATAN_TAPIAN_NAULI","Kecamatan Tapian Nauli"
"1204041","1204","KECAMATAN_SITAHUIS","Kecamatan Sitahuis"
"1204050","1204","KECAMATAN_KOLANG","Kecamatan Kolang"
"1204060","1204","KECAMATAN_SORKAM","Kecamatan Sorkam"
"1204061","1204","KECAMATAN_SORKAM_BARAT","Kecamatan Sorkam Barat"
"1204062","1204","KECAMATAN_PASARIBU_TOBING","Kecamatan Pasaribu Tobing"
"1204070","1204","KECAMATAN_BARUS","Kecamatan Barus"
"1204071","1204","KECAMATAN_SOSOR_GADONG","Kecamatan Sosor Gadong"
"1204072","1204","KECAMATAN_ANDAM_DEWI","Kecamatan Andam Dewi"
"1204073","1204","KECAMATAN_BARUS_UTARA","Kecamatan Barus Utara"
"1204080","1204","KECAMATAN_MANDUAMAS","Kecamatan Manduamas"
"1204081","1204","KECAMATAN_SIRANDORUNG","Kecamatan Sirandorung"
"1205030","1205","KECAMATAN_PARMONANGAN","Kecamatan Parmonangan"
"1205040","1205","KECAMATAN_ADIANKOTING","Kecamatan Adiankoting"
"1205050","1205","KECAMATAN_SIPOHOLON","Kecamatan Sipoholon"
"1205060","1205","KECAMATAN_TARUTUNG","Kecamatan Tarutung"
"1205061","1205","KECAMATAN_SIATAS_BARITA","Kecamatan Siatas Barita"
"1205070","1205","KECAMATAN_PAHAE_JULU","Kecamatan Pahae Julu"
"1205080","1205","KECAMATAN_PAHAE_JAE","Kecamatan Pahae Jae"
"1205081","1205","KECAMATAN_PURBATUA","Kecamatan Purbatua"
"1205082","1205","KECAMATAN_SIMANGUMBAN","Kecamatan Simangumban"
"1205090","1205","KECAMATAN_PANGARIBUAN","Kecamatan Pangaribuan"
"1205100","1205","KECAMATAN_GAROGA","Kecamatan Garoga"
"1205110","1205","KECAMATAN_SIPAHUTAR","Kecamatan Sipahutar"
"1205120","1205","KECAMATAN_SIBORONGBORONG","Kecamatan Siborongborong"
"1205130","1205","KECAMATAN_PAGARAN","Kecamatan Pagaran"
"1205180","1205","KECAMATAN_MUARA","Kecamatan Muara"
"1206030","1206","KECAMATAN_BALIGE","Kecamatan Balige"
"1206031","1206","KECAMATAN_TAMPAHAN","Kecamatan Tampahan"
"1206040","1206","KECAMATAN_LAGUBOTI","Kecamatan Laguboti"
"1206050","1206","KECAMATAN_HABINSARAN","Kecamatan Habinsaran"
"1206051","1206","KECAMATAN_BORBOR","Kecamatan Borbor"
"1206052","1206","KECAMATAN_NASSAU","Kecamatan Nassau"
"1206060","1206","KECAMATAN_SILAEN","Kecamatan Silaen"
"1206061","1206","KECAMATAN_SIGUMPAR","Kecamatan Sigumpar"
"1206070","1206","KECAMATAN_PORSEA","Kecamatan Porsea"
"1206071","1206","KECAMATAN_PINTU_POHAN_MERANTI","Kecamatan Pintu Pohan Meranti"
"1206072","1206","KECAMATAN_SIANTAR_NARUMONDA","Kecamatan Siantar Narumonda"
"1206073","1206","KECAMATAN_PARMAKSIAN","Kecamatan Parmaksian"
"1206080","1206","KECAMATAN_LUMBAN_JULU","Kecamatan Lumban Julu"
"1206081","1206","KECAMATAN_ULUAN","Kecamatan Uluan"
"1206082","1206","KECAMATAN_AJIBATA","Kecamatan Ajibata"
"1206083","1206","KECAMATAN_BONATUA_LUNASI","Kecamatan Bonatua Lunasi"
"1207050","1207","KECAMATAN_BILAH_HULU","Kecamatan Bilah Hulu"
"1207070","1207","KECAMATAN_PANGKATAN","Kecamatan Pangkatan"
"1207080","1207","KECAMATAN_BILAH_BARAT","Kecamatan Bilah Barat"
"1207130","1207","KECAMATAN_BILAH_HILIR","Kecamatan Bilah Hilir"
"1207140","1207","KECAMATAN_PANAI_HULU","Kecamatan Panai Hulu"
"1207150","1207","KECAMATAN_PANAI_TENGAH","Kecamatan Panai Tengah"
"1207160","1207","KECAMATAN_PANAI_HILIR","Kecamatan Panai Hilir"
"1207210","1207","KECAMATAN_RANTAU_SELATAN","Kecamatan Rantau Selatan"
"1207220","1207","KECAMATAN_RANTAU_UTARA","Kecamatan Rantau Utara"
"1208010","1208","KECAMATAN_BANDAR_PASIR_MANDOGE","Kecamatan Bandar Pasir Mandoge"
"1208020","1208","KECAMATAN_BANDAR_PULAU","Kecamatan Bandar Pulau"
"1208021","1208","KECAMATAN_AEK_SONGSONGAN","Kecamatan Aek Songsongan"
"1208022","1208","KECAMATAN_RAHUNING","Kecamatan Rahuning"
"1208030","1208","KECAMATAN_PULAU_RAKYAT","Kecamatan Pulau Rakyat"
"1208031","1208","KECAMATAN_AEK_KUASAN","Kecamatan Aek Kuasan"
"1208032","1208","KECAMATAN_AEK_LEDONG","Kecamatan Aek Ledong"
"1208040","1208","KECAMATAN_SEI_KEPAYANG","Kecamatan Sei Kepayang"
"1208041","1208","KECAMATAN_SEI_KEPAYANG_BARAT","Kecamatan Sei Kepayang Barat"
"1208042","1208","KECAMATAN_SEI_KEPAYANG_TIMUR","Kecamatan Sei Kepayang Timur"
"1208050","1208","KECAMATAN_TANJUNG_BALAI","Kecamatan Tanjung Balai"
"1208060","1208","KECAMATAN_SIMPANG_EMPAT","Kecamatan Simpang Empat"
"1208061","1208","KECAMATAN_TELUK_DALAM","Kecamatan Teluk Dalam"
"1208070","1208","KECAMATAN_AIR_BATU","Kecamatan Air Batu"
"1208071","1208","KECAMATAN_SEI_DADAP","Kecamatan Sei Dadap"
"1208080","1208","KECAMATAN_BUNTU_PANE","Kecamatan Buntu Pane"
"1208081","1208","KECAMATAN_TINGGI_RAJA","Kecamatan Tinggi Raja"
"1208082","1208","KECAMATAN_SETIA_JANJI","Kecamatan Setia Janji"
"1208090","1208","KECAMATAN_MERANTI","Kecamatan Meranti"
"1208091","1208","KECAMATAN_PULO_BANDRING","Kecamatan Pulo Bandring"
"1208092","1208","KECAMATAN_RAWANG_PANCA_ARGA","Kecamatan Rawang Panca Arga"
"1208100","1208","KECAMATAN_AIR_JOMAN","Kecamatan Air Joman"
"1208101","1208","KECAMATAN_SILAU_LAUT","Kecamatan Silau Laut"
"1208160","1208","KECAMATAN_KISARAN_BARAT","Kecamatan Kisaran Barat"
"1208170","1208","KECAMATAN_KISARAN_TIMUR","Kecamatan Kisaran Timur"
"1209010","1209","KECAMATAN_SILIMAKUTA","Kecamatan Silimakuta"
"1209011","1209","KECAMATAN_PEMATANG_SILIMAHUTA","Kecamatan Pematang Silimahuta"
"1209020","1209","KECAMATAN_PURBA","Kecamatan Purba"
"1209021","1209","KECAMATAN_HARANGGAOL_HORISON","Kecamatan Haranggaol Horison"
"1209040","1209","KECAMATAN_SIDAMANIK","Kecamatan Sidamanik"
"1209041","1209","KECAMATAN_PEMATANG_SIDAMANIK","Kecamatan Pematang Sidamanik"
"1209050","1209","KECAMATAN_GIRSANG_SIPANGAN_BOLON","Kecamatan Girsang Sipangan Bolon"
"1209060","1209","KECAMATAN_TANAH_JAWA","Kecamatan Tanah Jawa"
"1209061","1209","KECAMATAN_HATONDUHAN","Kecamatan Hatonduhan"
"1209070","1209","KECAMATAN_DOLOK_PANRIBUAN","Kecamatan Dolok Panribuan"
"1209080","1209","KECAMATAN_JORLANG_HATARAN","Kecamatan Jorlang Hataran"
"1209090","1209","KECAMATAN_PANEI","Kecamatan Panei"
"1209091","1209","KECAMATAN_PANOMBEAN_PANEI","Kecamatan Panombean Panei"
"1209100","1209","KECAMATAN_RAYA","Kecamatan Raya"
"1209101","1209","KECAMATAN_DOLOG_MASAGAL","Kecamatan Dolog Masagal"
"1209110","1209","KECAMATAN_DOLOK_SILAU","Kecamatan Dolok Silau"
"1209120","1209","KECAMATAN_SILAU_KAHEAN","Kecamatan Silau Kahean"
"1209130","1209","KECAMATAN_RAYA_KAHEAN","Kecamatan Raya Kahean"
"1209140","1209","KECAMATAN_TAPIAN_DOLOK","Kecamatan Tapian Dolok"
"1209150","1209","KECAMATAN_DOLOK_BATU_NANGGAR","Kecamatan Dolok Batu Nanggar"
"1209160","1209","KECAMATAN_SIANTAR","Kecamatan Siantar"
"1209161","1209","KECAMATAN_GUNUNG_MALELA","Kecamatan Gunung Malela"
"1209162","1209","KECAMATAN_GUNUNG_MALIGAS","Kecamatan Gunung Maligas"
"1209170","1209","KECAMATAN_HUTABAYU_RAJA","Kecamatan Hutabayu Raja"
"1209171","1209","KECAMATAN_JAWA_MARAJA_BAH_JAMBI","Kecamatan Jawa Maraja Bah Jambi"
"1209180","1209","KECAMATAN_PEMATANG_BANDAR","Kecamatan Pematang Bandar"
"1209181","1209","KECAMATAN_BANDAR_HULUAN","Kecamatan Bandar Huluan"
"1209190","1209","KECAMATAN_BANDAR","Kecamatan Bandar"
"1209191","1209","KECAMATAN_BANDAR_MASILAM","Kecamatan Bandar Masilam"
"1209200","1209","KECAMATAN_BOSAR_MALIGAS","Kecamatan Bosar Maligas"
"1209210","1209","KECAMATAN_UJUNG_PADANG","Kecamatan Ujung Padang"
"1210030","1210","KECAMATAN_SIDIKALANG","Kecamatan Sidikalang"
"1210031","1210","KECAMATAN_BERAMPU","Kecamatan Berampu"
"1210032","1210","KECAMATAN_SITINJO","Kecamatan Sitinjo"
"1210040","1210","KECAMATAN_PARBULUAN","Kecamatan Parbuluan"
"1210050","1210","KECAMATAN_SUMBUL","Kecamatan Sumbul"
"1210051","1210","KECAMATAN_SILAHISABUNGAN","Kecamatan Silahisabungan"
"1210060","1210","KECAMATAN_SILIMA_PUNGGA-PUNGGA","Kecamatan Silima Pungga-Pungga"
"1210061","1210","KECAMATAN_LAE_PARIRA","Kecamatan Lae Parira"
"1210070","1210","KECAMATAN_SIEMPAT_NEMPU","Kecamatan Siempat Nempu"
"1210080","1210","KECAMATAN_SIEMPAT_NEMPU_HULU","Kecamatan Siempat Nempu Hulu"
"1210090","1210","KECAMATAN_SIEMPAT_NEMPU_HILIR","Kecamatan Siempat Nempu Hilir"
"1210100","1210","KECAMATAN_TIGA_LINGGA","Kecamatan Tiga Lingga"
"1210101","1210","KECAMATAN_GUNUNG_SITEMBER","Kecamatan Gunung Sitember"
"1210110","1210","KECAMATAN_PEGAGAN_HILIR","Kecamatan Pegagan Hilir"
"1210120","1210","KECAMATAN_TANAH_PINEM","Kecamatan Tanah Pinem"
"1211010","1211","KECAMATAN_MARDINGDING","Kecamatan Mardingding"
"1211020","1211","KECAMATAN_LAUBALENG","Kecamatan Laubaleng"
"1211030","1211","KECAMATAN_TIGA_BINANGA","Kecamatan Tiga Binanga"
"1211040","1211","KECAMATAN_JUHAR","Kecamatan Juhar"
"1211050","1211","KECAMATAN_MUNTE","Kecamatan Munte"
"1211060","1211","KECAMATAN_KUTA_BULUH","Kecamatan Kuta Buluh"
"1211070","1211","KECAMATAN_PAYUNG","Kecamatan Payung"
"1211071","1211","KECAMATAN_TIGANDERKET","Kecamatan Tiganderket"
"1211080","1211","KECAMATAN_SIMPANG_EMPAT","Kecamatan Simpang Empat"
"1211081","1211","KECAMATAN_NAMAN_TERAN","Kecamatan Naman Teran"
"1211082","1211","KECAMATAN_MERDEKA","Kecamatan Merdeka"
"1211090","1211","KECAMATAN_KABANJAHE","Kecamatan Kabanjahe"
"1211100","1211","KECAMATAN_BERASTAGI","Kecamatan Berastagi"
"1211110","1211","KECAMATAN_TIGAPANAH","Kecamatan Tigapanah"
"1211111","1211","KECAMATAN_DOLAT_RAYAT","Kecamatan Dolat Rayat"
"1211120","1211","KECAMATAN_MEREK","Kecamatan Merek"
"1211130","1211","KECAMATAN_BARUSJAHE","Kecamatan Barusjahe"
"1212010","1212","KECAMATAN_GUNUNG_MERIAH","Kecamatan Gunung Meriah"
"1212020","1212","KECAMATAN_SINEMBAH_TANJUNG_MUDA_HULU","Kecamatan Sinembah Tanjung Muda Hulu"
"1212030","1212","KECAMATAN_SIBOLANGIT","Kecamatan Sibolangit"
"1212040","1212","KECAMATAN_KUTALIMBARU","Kecamatan Kutalimbaru"
"1212050","1212","KECAMATAN_PANCUR_BATU","Kecamatan Pancur Batu"
"1212060","1212","KECAMATAN_NAMO_RAMBE","Kecamatan Namo Rambe"
"1212070","1212","KECAMATAN_BIRU-BIRU","Kecamatan Biru-Biru"
"1212080","1212","KECAMATAN_SINEMBAH_TANJUNG_MUDA_HILIR","Kecamatan Sinembah Tanjung Muda Hilir"
"1212090","1212","KECAMATAN_BANGUN_PURBA","Kecamatan Bangun Purba"
"1212190","1212","KECAMATAN_GALANG","Kecamatan Galang"
"1212200","1212","KECAMATAN_TANJUNG_MORAWA","Kecamatan Tanjung Morawa"
"1212210","1212","KECAMATAN_PATUMBAK","Kecamatan Patumbak"
"1212220","1212","KECAMATAN_DELI_TUA","Kecamatan Deli Tua"
"1212230","1212","KECAMATAN_SUNGGAL","Kecamatan Sunggal"
"1212240","1212","KECAMATAN_HAMPARAN_PERAK","Kecamatan Hamparan Perak"
"1212250","1212","KECAMATAN_LABUHAN_DELI","Kecamatan Labuhan Deli"
"1212260","1212","KECAMATAN_PERCUT_SEI_TUAN","Kecamatan Percut Sei Tuan"
"1212270","1212","KECAMATAN_BATANG_KUIS","Kecamatan Batang Kuis"
"1212280","1212","KECAMATAN_PANTAI_LABU","Kecamatan Pantai Labu"
"1212290","1212","KECAMATAN_BERINGIN","Kecamatan Beringin"
"1212300","1212","KECAMATAN_LUBUK_PAKAM","Kecamatan Lubuk Pakam"
"1212310","1212","KECAMATAN_PAGAR_MERBAU","Kecamatan Pagar Merbau"
"1213010","1213","KECAMATAN_BOHOROK","Kecamatan Bohorok"
"1213011","1213","KECAMATAN_SIRAPIT","Kecamatan Sirapit"
"1213020","1213","KECAMATAN_SALAPIAN","Kecamatan Salapian"
"1213021","1213","KECAMATAN_KUTAMBARU","Kecamatan Kutambaru"
"1213030","1213","KECAMATAN_SEI_BINGAI","Kecamatan Sei Bingai"
"1213040","1213","KECAMATAN_KUALA","Kecamatan Kuala"
"1213050","1213","KECAMATAN_SELESAI","Kecamatan Selesai"
"1213060","1213","KECAMATAN_BINJAI","Kecamatan Binjai"
"1213070","1213","KECAMATAN_STABAT","Kecamatan Stabat"
"1213080","1213","KECAMATAN_WAMPU","Kecamatan Wampu"
"1213090","1213","KECAMATAN_BATANG_SERANGAN","Kecamatan Batang Serangan"
"1213100","1213","KECAMATAN_SAWIT_SEBERANG","Kecamatan Sawit Seberang"
"1213110","1213","KECAMATAN_PADANG_TUALANG","Kecamatan Padang Tualang"
"1213120","1213","KECAMATAN_HINAI","Kecamatan Hinai"
"1213130","1213","KECAMATAN_SECANGGANG","Kecamatan Secanggang"
"1213140","1213","KECAMATAN_TANJUNG_PURA","Kecamatan Tanjung Pura"
"1213150","1213","KECAMATAN_GEBANG","Kecamatan Gebang"
"1213160","1213","KECAMATAN_BABALAN","Kecamatan Babalan"
"1213170","1213","KECAMATAN_SEI_LEPAN","Kecamatan Sei Lepan"
"1213180","1213","KECAMATAN_BRANDAN_BARAT","Kecamatan Brandan Barat"
"1213190","1213","KECAMATAN_BESITANG","Kecamatan Besitang"
"1213200","1213","KECAMATAN_PANGKALAN_SUSU","Kecamatan Pangkalan Susu"
"1213201","1213","KECAMATAN_PEMATANG_JAYA","Kecamatan Pematang Jaya"
"1214010","1214","KECAMATAN_HIBALA","Kecamatan Hibala"
"1214011","1214","KECAMATAN_TANAH_MASA","Kecamatan Tanah Masa"
"1214020","1214","KECAMATAN_PULAU-PULAU_BATU","Kecamatan Pulau-Pulau Batu"
"1214021","1214","KECAMATAN_PULAU-PULAU_BATU_TIMUR","Kecamatan Pulau-Pulau Batu Timur"
"1214022","1214","KECAMATAN_SIMUK","Kecamatan Simuk"
"1214023","1214","KECAMATAN_PULAU-PULAU_BATU_BARAT","Kecamatan Pulau-Pulau Batu Barat"
"1214024","1214","KECAMATAN_PULAU-PULAU_BATU_UTARA","Kecamatan Pulau-Pulau Batu Utara"
"1214030","1214","KECAMATAN_TELUK_DALAM","Kecamatan Teluk Dalam"
"1214031","1214","KECAMATAN_FANAYAMA","Kecamatan Fanayama"
"1214032","1214","KECAMATAN_TOMA","Kecamatan Toma"
"1214033","1214","KECAMATAN_MANIAMOLO","Kecamatan Maniamolo"
"1214034","1214","KECAMATAN_MAZINO","Kecamatan Mazino"
"1214035","1214","KECAMATAN_LUAHAGUNDRE_MANIAMOLO","Kecamatan Luahagundre Maniamolo"
"1214036","1214","KECAMATAN_ONOLALU","Kecamatan Onolalu"
"1214040","1214","KECAMATAN_AMANDRAYA","Kecamatan Amandraya"
"1214041","1214","KECAMATAN_ARAMO","Kecamatan Aramo"
"1214042","1214","KECAMATAN_ULUSUSUA","Kecamatan Ulususua"
"1214050","1214","KECAMATAN_LAHUSA","Kecamatan Lahusa"
"1214051","1214","KECAMATAN_SIDUAORI","Kecamatan Siduaori"
"1214052","1214","KECAMATAN_SOMAMBAWA","Kecamatan Somambawa"
"1214060","1214","KECAMATAN_GOMO","Kecamatan Gomo"
"1214061","1214","KECAMATAN_SUSUA","Kecamatan Susua"
"1214062","1214","KECAMATAN_MAZO","Kecamatan Mazo"
"1214063","1214","KECAMATAN_UMBUNASI","Kecamatan Umbunasi"
"1214064","1214","KECAMATAN_IDANOTAE","Kecamatan Idanotae"
"1214065","1214","KECAMATAN_ULUIDANOTAE","Kecamatan Uluidanotae"
"1214066","1214","KECAMATAN_BORONADU","Kecamatan Boronadu"
"1214070","1214","KECAMATAN_LOLOMATUA","Kecamatan Lolomatua"
"1214071","1214","KECAMATAN_ULUNOYO","Kecamatan Ulunoyo"
"1214072","1214","KECAMATAN_HURUNA","Kecamatan Huruna"
"1214080","1214","KECAMATAN_LOLOWA'U","Kecamatan Lolowa'U"
"1214081","1214","KECAMATAN_HILIMEGAI","Kecamatan Hilimegai"
"1214082","1214","KECAMATAN_OOU","Kecamatan Oou"
"1214083","1214","KECAMATAN_ONOHAZUMBA","Kecamatan Onohazumba"
"1214084","1214","KECAMATAN_HILISALAWAAHE","Kecamatan Hilisalawaahe"
"1215010","1215","KECAMATAN_PAKKAT","Kecamatan Pakkat"
"1215020","1215","KECAMATAN_ONAN_GANJANG","Kecamatan Onan Ganjang"
"1215030","1215","KECAMATAN_SIJAMA_POLANG","Kecamatan Sijama Polang"
"1215040","1215","KECAMATAN_DOLOK_SANGGUL","Kecamatan Dolok Sanggul"
"1215050","1215","KECAMATAN_LINTONG_NIHUTA","Kecamatan Lintong Nihuta"
"1215060","1215","KECAMATAN_PARANGINAN","Kecamatan Paranginan"
"1215070","1215","KECAMATAN_BAKTI_RAJA","Kecamatan Bakti Raja"
"1215080","1215","KECAMATAN_POLLUNG","Kecamatan Pollung"
"1215090","1215","KECAMATAN_PARLILITAN","Kecamatan Parlilitan"
"1215100","1215","KECAMATAN_TARA_BINTANG","Kecamatan Tara Bintang"
"1216010","1216","KECAMATAN_SALAK","Kecamatan Salak"
"1216011","1216","KECAMATAN_SITELLU_TALI_URANG_JEHE","Kecamatan Sitellu Tali Urang Jehe"
"1216012","1216","KECAMATAN_PAGINDAR","Kecamatan Pagindar"
"1216013","1216","KECAMATAN_SITELLU_TALI_URANG_JULU","Kecamatan Sitellu Tali Urang Julu"
"1216014","1216","KECAMATAN_PERGETTENG-GETTENG_SENGKUT","Kecamatan Pergetteng-Getteng Sengkut"
"1216020","1216","KECAMATAN_KERAJAAN","Kecamatan Kerajaan"
"1216021","1216","KECAMATAN_TINADA","Kecamatan Tinada"
"1216022","1216","KECAMATAN_SIEMPAT_RUBE","Kecamatan Siempat Rube"
"1217010","1217","KECAMATAN_SIANJUR_MULA_MULA","Kecamatan Sianjur Mula Mula"
"1217020","1217","KECAMATAN_HARIAN","Kecamatan Harian"
"1217030","1217","KECAMATAN_SITIO-TIO","Kecamatan Sitio-Tio"
"1217040","1217","KECAMATAN_ONAN_RUNGGU","Kecamatan Onan Runggu"
"1217050","1217","KECAMATAN_NAINGGOLAN","Kecamatan Nainggolan"
"1217060","1217","KECAMATAN_PALIPI","Kecamatan Palipi"
"1217070","1217","KECAMATAN_RONGGUR_NIHUTA","Kecamatan Ronggur Nihuta"
"1217080","1217","KECAMATAN_PANGURURAN","Kecamatan Pangururan"
"1217090","1217","KECAMATAN_SIMANINDO","Kecamatan Simanindo"
"1218010","1218","KECAMATAN_KOTARIH","Kecamatan Kotarih"
"1218011","1218","KECAMATAN_SILINDA","Kecamatan Silinda"
"1218012","1218","KECAMATAN_BINTANG_BAYU","Kecamatan Bintang Bayu"
"1218020","1218","KECAMATAN_DOLOK_MASIHUL","Kecamatan Dolok Masihul"
"1218021","1218","KECAMATAN_SERBAJADI","Kecamatan Serbajadi"
"1218030","1218","KECAMATAN_SIPISPIS","Kecamatan Sipispis"
"1218040","1218","KECAMATAN_DOLOK_MERAWAN","Kecamatan Dolok Merawan"
"1218050","1218","KECAMATAN_TEBINGTINGGI","Kecamatan Tebingtinggi"
"1218051","1218","KECAMATAN_TEBING_SYAHBANDAR","Kecamatan Tebing Syahbandar"
"1218060","1218","KECAMATAN_BANDAR_KHALIPAH","Kecamatan Bandar Khalipah"
"1218070","1218","KECAMATAN_TANJUNG_BERINGIN","Kecamatan Tanjung Beringin"
"1218080","1218","KECAMATAN_SEI_RAMPAH","Kecamatan Sei Rampah"
"1218081","1218","KECAMATAN_SEI_BAMBAN","Kecamatan Sei Bamban"
"1218090","1218","KECAMATAN_TELUK_MENGKUDU","Kecamatan Teluk Mengkudu"
"1218100","1218","KECAMATAN_PERBAUNGAN","Kecamatan Perbaungan"
"1218101","1218","KECAMATAN_PEGAJAHAN","Kecamatan Pegajahan"
"1218110","1218","KECAMATAN_PANTAI_CERMIN","Kecamatan Pantai Cermin"
"1219010","1219","KECAMATAN_SEI_BALAI","Kecamatan Sei Balai"
"1219020","1219","KECAMATAN_TANJUNG_TIRAM","Kecamatan Tanjung Tiram"
"1219021","1219","KECAMATAN_NIBUNG_HANGUS","Kecamatan Nibung Hangus"
"1219030","1219","KECAMATAN_TALAWI","Kecamatan Talawi"
"1219031","1219","KECAMATAN_DATUK_TANAH_DATAR","Kecamatan Datuk Tanah Datar"
"1219040","1219","KECAMATAN_LIMAPULUH","Kecamatan Limapuluh"
"1219041","1219","KECAMATAN_LIMA_PULUH_PESISIR","Kecamatan Lima Puluh Pesisir"
"1219042","1219","KECAMATAN_DATUK_LIMA_PULUH","Kecamatan Datuk Lima Puluh"
"1219050","1219","KECAMATAN_AIR_PUTIH","Kecamatan Air Putih"
"1219060","1219","KECAMATAN_SEI_SUKA","Kecamatan Sei Suka"
"1219061","1219","KECAMATAN_LAUT_TADOR","Kecamatan Laut Tador"
"1219070","1219","KECAMATAN_MEDANG_DERAS","Kecamatan Medang Deras"
"1220010","1220","KECAMATAN_BATANG_ONANG","Kecamatan Batang Onang"
"1220020","1220","KECAMATAN_PADANG_BOLAK_JULU","Kecamatan Padang Bolak Julu"
"1220030","1220","KECAMATAN_PORTIBI","Kecamatan Portibi"
"1220040","1220","KECAMATAN_PADANG_BOLAK","Kecamatan Padang Bolak"
"1220041","1220","KECAMATAN_PADANG_BOLAK_TENGGARA","Kecamatan Padang Bolak Tenggara"
"1220050","1220","KECAMATAN_SIMANGAMBAT","Kecamatan Simangambat"
"1220051","1220","KECAMATAN_UJUNG_BATU","Kecamatan Ujung Batu"
"1220060","1220","KECAMATAN_HALONGONAN","Kecamatan Halongonan"
"1220061","1220","KECAMATAN_HALONGONAN_TIMUR","Kecamatan Halongonan Timur"
"1220070","1220","KECAMATAN_DOLOK","Kecamatan Dolok"
"1220080","1220","KECAMATAN_DOLOK_SIGOMPULON","Kecamatan Dolok Sigompulon"
"1220090","1220","KECAMATAN_HULU_SIHAPAS","Kecamatan Hulu Sihapas"
"1221010","1221","KECAMATAN_SOSOPAN","Kecamatan Sosopan"
"1221020","1221","KECAMATAN_ULU_BARUMUN","Kecamatan Ulu Barumun"
"1221030","1221","KECAMATAN_BARUMUN","Kecamatan Barumun"
"1221031","1221","KECAMATAN_BARUMUN_SELATAN","Kecamatan Barumun Selatan"
"1221040","1221","KECAMATAN_LUBUK_BARUMUN","Kecamatan Lubuk Barumun"
"1221050","1221","KECAMATAN_SOSA","Kecamatan Sosa"
"1221060","1221","KECAMATAN_BATANG_LUBU_SUTAM","Kecamatan Batang Lubu Sutam"
"1221070","1221","KECAMATAN_HUTA_RAJA_TINGGI","Kecamatan Huta Raja Tinggi"
"1221080","1221","KECAMATAN_HURISTAK","Kecamatan Huristak"
"1221090","1221","KECAMATAN_BARUMUN_TENGAH","Kecamatan Barumun Tengah"
"1221091","1221","KECAMATAN_AEK_NABARA_BARUMUN","Kecamatan Aek Nabara Barumun"
"1221092","1221","KECAMATAN_SIHAPAS_BARUMUN","Kecamatan Sihapas Barumun"
"1222010","1222","KECAMATAN_SUNGAI_KANAN","Kecamatan Sungai Kanan"
"1222020","1222","KECAMATAN_TORGAMBA","Kecamatan Torgamba"
"1222030","1222","KECAMATAN_KOTA_PINANG","Kecamatan Kota Pinang"
"1222040","1222","KECAMATAN_SILANGKITANG","Kecamatan Silangkitang"
"1222050","1222","KECAMATAN_KAMPUNG_RAKYAT","Kecamatan Kampung Rakyat"
"1223010","1223","KECAMATAN_NA_IX-X","Kecamatan Na Ix-X"
"1223020","1223","KECAMATAN_MARBAU","Kecamatan Marbau"
"1223030","1223","KECAMATAN_AEK_KUO","Kecamatan Aek Kuo"
"1223040","1223","KECAMATAN_AEK_NATAS","Kecamatan Aek Natas"
"1223050","1223","KECAMATAN_KUALUH_SELATAN","Kecamatan Kualuh Selatan"
"1223060","1223","KECAMATAN_KUALUH_HILIR","Kecamatan Kualuh Hilir"
"1223070","1223","KECAMATAN_KUALUH_HULU","Kecamatan Kualuh Hulu"
"1223080","1223","KECAMATAN_KUALUH_LEIDONG","Kecamatan Kualuh Leidong"
"1224010","1224","KECAMATAN_TUGALA_OYO","Kecamatan Tugala Oyo"
"1224020","1224","KECAMATAN_ALASA","Kecamatan Alasa"
"1224030","1224","KECAMATAN_ALASA_TALU_MUZOI","Kecamatan Alasa Talu Muzoi"
"1224040","1224","KECAMATAN_NAMOHALU_ESIWA","Kecamatan Namohalu Esiwa"
"1224050","1224","KECAMATAN_SITOLU_ORI","Kecamatan Sitolu Ori"
"1224060","1224","KECAMATAN_TUHEMBERUA","Kecamatan Tuhemberua"
"1224070","1224","KECAMATAN_SAWO","Kecamatan Sawo"
"1224080","1224","KECAMATAN_LOTU","Kecamatan Lotu"
"1224090","1224","KECAMATAN_LAHEWA_TIMUR","Kecamatan Lahewa Timur"
"1224100","1224","KECAMATAN_AFULU","Kecamatan Afulu"
"1224110","1224","KECAMATAN_LAHEWA","Kecamatan Lahewa"
"1225010","1225","KECAMATAN_SIROMBU","Kecamatan Sirombu"
"1225020","1225","KECAMATAN_LAHOMI","Kecamatan Lahomi"
"1225030","1225","KECAMATAN_ULU_MORO_O","Kecamatan Ulu Moro O"
"1225040","1225","KECAMATAN_LOLOFITU_MOI","Kecamatan Lolofitu Moi"
"1225050","1225","KECAMATAN_MANDREHE_UTARA","Kecamatan Mandrehe Utara"
"1225060","1225","KECAMATAN_MANDREHE","Kecamatan Mandrehe"
"1225070","1225","KECAMATAN_MANDREHE_BARAT","Kecamatan Mandrehe Barat"
"1225080","1225","KECAMATAN_MORO_O","Kecamatan Moro O"
"1271010","1271","KECAMATAN_SIBOLGA_UTARA","Kecamatan Sibolga Utara"
"1271020","1271","KECAMATAN_SIBOLGA_KOTA","Kecamatan Sibolga Kota"
"1271030","1271","KECAMATAN_SIBOLGA_SELATAN","Kecamatan Sibolga Selatan"
"1271031","1271","KECAMATAN_SIBOLGA_SAMBAS","Kecamatan Sibolga Sambas"
"1272010","1272","KECAMATAN_DATUK_BANDAR","Kecamatan Datuk Bandar"
